run_dir	repo_guess	status	has_list	has_stats	has_files_query	has_functions_find	index_tail
/tmp/codex-code-intel/codegraphcontext/kani-20260706-231919	kani	interrupted_or_incomplete_index	False	False	False	False	Initializing services and database connection... Services initialized. Re-indexing: /Users/amuldotexe/Desktop/reference-repos-yard/kani
/tmp/codex-code-intel/codegraphcontext/knight-bus-graph-walker-20260706-225543	knight-bus-graph-walker	complete_artifacts	True	True	True	True	Successfully re-indexed:  /Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker in 83.40  seconds
/tmp/codex-code-intel/codegraphcontext/knight-bus-graph-walker-20260706-225714	knight-bus-graph-walker	complete_artifacts	True	True	True	True	Successfully re-indexed:  /Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker in 114.00  seconds
/tmp/codex-code-intel/codegraphcontext/knight-bus-graph-walker-20260706-225736	knight-bus-graph-walker	complete_artifacts	True	True	True	True	Successfully re-indexed:  /Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker in 108.75  seconds
/tmp/codex-code-intel/codegraphcontext/knight-bus-graph-walker-20260706-230209	knight-bus-graph-walker	complete_artifacts	True	True	True	True	Successfully re-indexed:  /Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker in 202.17  seconds
/tmp/codex-code-intel/codegraphcontext/knight-bus-graph-walker-20260706-230233	knight-bus-graph-walker	complete_artifacts	True	True	True	True	Successfully re-indexed:  /Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker in 204.45  seconds
/tmp/codex-code-intel/codegraphcontext/knight-bus-graph-walker-20260706-230528	knight-bus-graph-walker	complete_artifacts	True	True	True	True	Successfully re-indexed:  /Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker in 200.52  seconds
/tmp/codex-code-intel/codegraphcontext/knight-bus-graph-walker-20260706-230841	knight-bus-graph-walker	index_only	False	False	False	False	Re-indexing:  /Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker 
/tmp/codex-code-intel/codegraphcontext/knight-bus-graph-walker-20260706-230904	knight-bus-graph-walker	complete_artifacts	True	True	True	True	Successfully re-indexed:  /Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker in 204.15  seconds
/tmp/codex-code-intel/codegraphcontext/knightbus-agent3-redb	knightbus-agent3-redb	unknown	False	False	False	False	
/tmp/codex-code-intel/codegraphcontext/knightbus-agent3-sled	knightbus-agent3-sled	unknown	False	False	False	False	
/tmp/codex-code-intel/codegraphcontext/kuzu-src-20260706-231055	kuzu-src	unknown	False	False	False	False	
/tmp/codex-code-intel/codegraphcontext/lazy-tool-20260629-123133	lazy-tool	unknown	False	False	False	False	
/tmp/codex-code-intel/codegraphcontext/lazy-tool-20260706-232335	lazy-tool	complete_artifacts	True	True	True	True	Successfully re-indexed:  /Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git- ref-repo/lazy-tool in 83.90 seconds
/tmp/codex-code-intel/codegraphcontext/libcypher-parser-src-20260706-231227	libcypher-parser-src	unknown	False	False	False	False	
/tmp/codex-code-intel/codegraphcontext/materialize-src-20260706-231359	materialize-src	unknown	False	False	False	False	
/tmp/codex-code-intel/codegraphcontext/mcpproxy-go-20260629-123232	mcpproxy-go	unknown	False	False	False	False	
/tmp/codex-code-intel/codegraphcontext/memgraph-storage-v2-20260706-234021	memgraph-storage-v2	unknown	False	False	False	False	
/tmp/codex-code-intel/codegraphcontext/miri-20260706-231019	miri	interrupted_or_incomplete_index	False	False	False	False	Initializing services and database connection... Services initialized. Re-indexing: /Users/amuldotexe/Desktop/reference-repos-yard/miri
/tmp/codex-code-intel/codegraphcontext/miri-20260706-231834	miri	interrupted_or_incomplete_index	False	False	False	False	Initializing services and database connection... Services initialized. Re-indexing: /Users/amuldotexe/Desktop/reference-repos-yard/miri
/tmp/codex-code-intel/codegraphcontext/n2-QLN-20260629-123523	n2-QLN	unknown	False	False	False	False	
/tmp/codex-code-intel/codegraphcontext/neo4j-family-20260706230522	neo4j-family-20260706230522	unknown	False	False	False	False	
/tmp/codex-code-intel/codegraphcontext/neo4j-go-driver-src-20260706-234616	neo4j-go-driver-src	index_only	False	False	False	False	Re-indexing:  /Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo /Neo4j family/neo4j-go-driver-src
/tmp/codex-code-intel/codegraphcontext/neo4j-python-driver-src-20260706-235204	neo4j-python-driver-src	unknown	False	False	False	False	
/tmp/codex-code-intel/codegraphcontext/neo4j-python-driver-sync-20260706-235310	neo4j-python-driver-sync	unknown	False	False	False	False	
/tmp/codex-code-intel/codegraphcontext/neo4j-testkit-boltstub-20260706-234021	neo4j-testkit-boltstub	unknown	False	False	False	False	
